include,acct,fy,bill,appropriations,agency,administration,suboffice,suboffice_appr,program,program_appr,reference,suboffice_url,notes,summary,mitigation,adaptation,science,power,transportation,industry,agriculture,buildings,forestry,efficiency,clean_electricity,electrification,fuels,carbon_management,non_co2,land_sink,other,rd,piloting,deployment
Y,069-1750-0-1-403-0009,2021,Transportation-HUD,Y,DOT,Maritime Administration,Maritime Environmental and Technical Assistance (META),3000,"Maritime Decarbonization, Alternative Energy Technology, and Energy Efficiency",2000,MARAD FY22 Budget Estimates Pages 42-43,https://www.maritime.dot.gov/innovation/meta/maritime-environmental-and-technical-assistance-meta-program,"META seeks to augment and preserve the American maritime industry’s competitive edge by making marine transportation more technologically advanced, energy efficient, safe, affordable, and sustainable. This sub-office focuses attention and resources on addressing maritime transportation environmental issues such as air emissions reductions, maritime decarbonization, and reductions in the spread of harmful aquatic invasive species. This research area pursues innovation and evaluation of cost effective and environmentally sound alternative and renewable energy and to advance energy efficiency improvements for the maritime industry. It emphasizes work with hydrogen fuel cells and high-powered batteries, further explores the use of alternative fuels for maritime applications, and explores sustainable micro grid applications at ports. This office is not sub-office is not described with any level of detail in the FY21 documents.","The Maritime Decarbonization, Alternative Energy Technology, and Energy Efficiency (META) program seeks to make marine transportation more technologically advanced, energy efficient and sustainable through maritime decarbonization, investments in renewable energy and energy efficiency including alternative fuels and high powered batteries. ",2000,,,,2000,,,,,500,500,500,500,,,,,667,667,667
Y,012-0600-0-1-351-0801,2021,Agriculture,Y,USDA,Farm Production and Conservation,Farm Service Agency,1534000,Guaranteed Conservation Loans,150000,2022 USDA Budget Summary Page 36; https://www.fsa.usda.gov/Assets/USDA-FSA-Public/usdafiles/FactSheets/2019/conservation-loan-program-factsheet-19.pdf,https://www.fsa.usda.gov/programs-and-services/conservation-programs/index,"Guaranteed loans allow farming operations, of any size, access to credit to implement conservation practices approved by the Natural Resources Conservation Service. Approved conservation practices include reducing soil erosion, improving water quality, and promoting sustainable and organic agricultural practices (such as establishing forest cover or managing manure with manure digestion systems). Conservation Program. $150000 or 100% of funding for this program went towards climate in FY21.","The Guaranteed Conservation Loans program administers loans which allow farming operations access to credit to implement conservation practices such as reducing soil erosion, improving water quality, and promoting sustainable and organic agricultural practices such as establishing forest cover or managing manure digestion systems.",150000,X,,,,,75000,,75000,,,,,,75000,75000,,,,150000
Y,012-1000-0-1-302,2021,Agriculture,Y,USDA,Farm Production and Conservation,Natural Resources Conservation Service,4625000,Conservation Operations,833000,"2022 USDA Budget Summary Page 48; 2023 USDA Explanatory Notes Page 29-14, 29-20",https://www.fsa.usda.gov/programs-and-services/conservation-programs/index,"Guaranteed loans allow farming operations, of any size, access to credit to implement conservation practices approved by the Natural Resources Conservation Service. Preparation of conservation plans and establishment of measures to conserve soil and water (including farm irrigation and land drainage and such special measures for soil and water management as may be necessary to prevent floods and the siltation of reservoirs and to control agricultural related pollutants); operation of conservation plant materials centers; classification and mapping of soil; dissemination of information; acquisition of lands, water, and interests therein for use in the plant materials program. Conservation program. $833000 or 100% of funding for this program went towards climate in FY21.",The Conservation Operations program provides loans which allow farming operations access to credit to implement conservation programs to conserve soil and water and control agricultural related pollutants.,833000,X,,,,,833000,,,,,,,,416500,416500,,,,833000
Y,012-1004-0-1-302-,2021,Agriculture,Y,USDA,Farm Production and Conservation,Natural Resources Conservation Service,4625000,Farm Security and Rural Investment Programs,3551115,2022 USDA Budget Summary Page 48; 2023 USDA Explanatory Notes Page 29-88,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/programs/,"Start on 2023 USDA Explanatory Notes Page 29-92. Includes many programs including the one on the line item below. Includes Agricultural Conservation Easement Program, Agricultural Management Assistance, Agricultural Water Enhancement Program, Chesapeake Bay Watershed Program, Conservation Stewardship Program, Environmental Quality Incentives Program, Conservation Innovation Grants, Farm and Ranch Lands Protection Program, Grassland Reserve Program, Healthy Forests Reserve Program, Regional Conservation Partnership Program, Voluntary Public Access and Habitat Incentive Program, Wetlands Reserve Program, Wetlands Mitigation Banking Program, Wildlife Habitat Incentive Program, Feral Swine Eradication and Control Pilot Program, and Office of Urban Agriculture and Innovative Production. Conservation program? $1375000 or 38.7% of funding for this program went towards climate in FY21.","The Farm Security and Rural Investment Programs include the  Agricultural Conservation Easement Program, Agricultural Management Assistance, Agricultural Water Enhancement Program, Chesapeake Bay Watershed Program, Conservation Stewardship Program, Environmental Quality Incentives Program, Conservation Innovation Grants, Farm and Ranch Lands Protection Program, Grassland Reserve Program, Healthy Forests Reserve Program, Regional Conservation Partnership Program, Voluntary Public Access and Habitat Incentive Program, Wetlands Reserve Program, Wetlands Mitigation Banking Program, Wildlife Habitat Incentive Program, Feral Swine Eradication and Control Pilot Program, and Office of Urban Agriculture and Innovative Production.",1375000,X,,,,,687500,,687500,,,,,,687500,687500,,458333,458333,458333
Y,012-1106-0-1-302,2021,Interior & Environment,Y,USDA,Natural Resources and Environment,Forest Service,8371000,Collaborative Forest Landscape Restoration,13787,"2022 USDA Budget Summary Page 82; USFS FY22 Budget Justification Page 66, 11",https://www.fs.usda.gov,"This program uses collaborative, science-based approaches to enhance forest and watershed health, reduce risk from uncharacteristic wildfire, and provide benefits to rural economies. Forest health. $10000 or 72.5% of funding for this program went towards climate in FY21.","The Collaborative Forest Landscape Restoration program uses science-based approaches to enhance forest and watershed health, reduce risk from uncharacteristic wildfire, and provide benefits to rural economies.",10000,X,,,,,,,10000,,,,,,,10000,,,,10000
Y,012-1105-0-1-302,2021,Interior & Environment,Y,USDA,Natural Resources and Environment,Forest Service,8371000,Community Forest and Open Space Conservation,4000,2022 USDA Budget Summary Page 82; USFS FY22 Budget Justification Page 53,https://www.fs.usda.gov,The Community Forest and Open Space Conservation Program (CFP) provides financial assistance grants for acquiring and establishing working community forests that provide public benefits. Conservation program. $3000 or 75% of funding for this program went towards climate in FY21.,The Community Forest and Open Space Conservation Program (CFP) provides financial assistance grants for acquiring and establishing working community forests that provide public benefits.,3000,X,,,,,,,3000,,,,,,,3000,,,,3000
Y,012-9974-0-7-302,2021,Interior & Environment,Y,USDA,Natural Resources and Environment,Forest Service,8371000,Cooperative Work - Knutson-Vandenberg,69732,"2022 USDA Budget Summary Page 82; USFS FY22 Budget Justification Page 125, 13",https://www.fs.usda.gov,"This program uses funds derived from timber sale revenues to perform improvements within the timber sale area. The program priority for K-V funds is reforestation of harvested areas; however, funds may also be used to perform timber stand improvement and protection, and for the improvement of other resource values, including wildlife, soil, watershed, range, and recreation. Could be mitigation because it is reforestation which is carbon sequestration; however, it is not a long-term carbon sink since land will be harvested again - we decided to include bc it is making an non-sustainable process more sustainable. Is this appropriations? - yes the number is listed as appropriations in the USFS Budget table on page 13 where the program is classified as a ""Trust Fund."" $59000 or 84.6% of funding for this program went towards climate in FY21.",The Cooperative Work-Knutson-Vanderberg program performs improvements within timber sale areas such as reforestation and timber stand improvement.,59000,X,,,,,,,59000,,,,,,,59000,,,,59000
Y,012-9974-0-7-302,2021,Interior & Environment,Y,USDA,Natural Resources and Environment,Forest Service,8371000,Cooperative Work - Other,40268,"2022 USDA Budget Summary Page 82; USFS FY22 Budget Justification Page 125, 13",https://www.fs.usda.gov,"This fund is used to collect deposits received from partners and cooperators for protecting and improving resources of the National Forest System as authorized by cooperative agreements. The deposits are for a wide variety of activities that benefit and support programs in Forest and Rangeland Research on National Forest System lands and for other agency activities. These programs and projects may involve any aspect of forestry and vary widely in scope and duration. Specific examples cited are road maintenance for the National Forest Road System and protecting non-federal lands from wildfire. Semi-conservation program, not as clear. $30000 or 74.5% of funding for this program went towards climate in FY21.",The Cooperative Work-Other program funds a wide variety of activities which support forest and rangeland research on national forest system lands such as protecting non-federal lands from wildfire.,30000,X,,,,,,,30000,,,,,,,30000,,,,30000
Y,012-1105-0-1-302,2021,Interior & Environment,Y,USDA,Natural Resources and Environment,Forest Service,8371000,FHM - Cooperative Lands,30747,"2022 USDA Budget Summary Page 82; USFS FY22 Budget Justification Page 50, 11",https://www.fs.usda.gov,"The Forest Health Management on Cooperative Lands (FHM-Cooperative Lands) program works with States, the District of Columbia, U.S. Territories, and Freely Associated States to provide technical and financial assistance to monitor, assess, and mitigate forest health threats on non-Federal lands before pests spread to healthy forests. Forest health program. $28000 or 91.1% of funding for this program went towards climate in FY21.","The Forest Health Management on Cooperative Lands (FHM-Cooperative Lands) program provides technical and financial assistance to monitor, assess, and mitigate forest health threats on non-Federal lands before pests spread to healthy forests.",28000,X,,,,,,,28000,,,,,,,28000,,,,28000
Y,012-1105-0-1-302,2021,Interior & Environment,Y,USDA,Natural Resources and Environment,Forest Service,8371000,FHM Federal Lands,15485,"2022 USDA Budget Summary Page 82; USFS FY22 Budget Justification Page 49, 11",https://www.fs.usda.gov,"The Forest Health Management on Federal Lands program (FHM-Federal Lands) helps the National Forest System and other actively managed Federal lands to suppress forest insects and diseases. FHM-Federal Lands’ work includes technical assistance, suppression, and eradication efforts, as well as long-term management strategies to slow the spread of certain forest insects and diseases. Forest health program. $15000 or 96.9% of funding for this program went towards climate in FY21.",The Forest Health Management on Federal Lands program (FHM-Federal Lands) helps the National Forest System and other actively managed Federal lands to suppress forest insects and diseases.,15000,X,,,,,,,15000,,,,,,,15000,,,,15000
Y,012-1104-0-1-302-0006,2021,Interior & Environment,Y,USDA,Natural Resources and Environment,Forest Service,8371000,Forest and Rangeland Research,40720,"2022 USDA Budget Summary Page 82; USFS FY22 Budget Justification Page 39, 11",https://www.fs.usda.gov,"Forest Service Research and Development (R&D) provides scientific information and innovative technology to support sustainable management of the Nation’s diverse forests and rangelands. Forest Service R&D accomplishes this through research projects, inventory and assessment of forest resources, and science delivery and decision support. A priority research area is applied science to improve forest and grassland conditions, especially science to inform adaptation to climate change and to enhance greenhouse gas mitigation through forest management. $18000 or 44.2% of funding for this program went towards climate in FY21.","The Forest Service Research and Development program provides scientific information and innovative technology to support sustainable management of the Nation’s diverse forests and rangelands to improve forest and grassland conditions, inform adaptation to climate change, and to enhance greenhouse gas mitigation through forest management. ",18000,X,X,,,,,,18000,,,,,,,18000,,18000,,
Y,012-1105-0-1-302-0002,2021,Interior & Environment,Y,USDA,Natural Resources and Environment,Forest Service,8371000,Forest Legacy (Great Amercian Outdoors Act),94255,"2022 USDA Budget Summary Page 82; USFS FY22 Budget Justification Page 52, 12",https://www.fs.usda.gov,The Forest Legacy Program (FLP) protects critical forest landscapes threatened by land conversion through conservation easements and fee-simple purchases in partnership with State agencies and private landowners. Conservation program. $62000 or 65.8% of funding for this program went towards climate in FY21.,The Forest Legacy Program (FLP) protects critical forest landscapes threatened by land conversion through conservation easements and fee-simple purchases in partnership with State agencies and private landowners.,62000,X,,,,,,,62000,,,,,,,62000,,,,62000
Y,012-5540-0-2-302,2021,Interior & Environment,Y,USDA,Natural Resources and Environment,Forest Service,8371000,Forest Stewardship Program,11902,"2022 USDA Budget Summary Page 82; USFS FY22 Budget Justification Page 51, 11",https://www.fs.usda.gov,"The Forest Stewardship Program (FSP) focuses on active management and conservation, providing non-industrial private forest landowners with comprehensive technical assistance, forest management plans, and tools to access other Federal, State, and private programs that deliver on-the-ground results in sustaining the productivity, health, and resilience of their land and forest resources. Conservation program. $7000 or 58.8% of funding for this program went towards climate in FY21.","The Forest Stewardship Program (FSP) focuses on active management and conservation, providing non-industrial private forest landowners with comprehensive technical assistance, forest management plans, and tools to access other Federal, State, and private programs that deliver on-the-ground results in sustaining the productivity, health, and resilience of their land and forest resources.",7000,X,,,,,,,7000,,,,,,,7000,,,,7000
Y,012-1115-0-1-302-1100,2021,Interior & Environment,Y,USDA,Natural Resources and Environment,Forest Service,8371000,Hazardous Fuels,180388,"2022 USDA Budget Summary Page 82; USFS FY22 Budget Justification Page 67, 11",https://www.fs.usda.gov,"Hazardous fuel treatments include any vegetation manipulation, removal, or modification of wildland fuels to reduce the likelihood of ignition, reduce potential fire intensity and rate of spread, lessen potential damage, or limit the spread of invasive species and diseases. Forest health. $177000 or 98.1% of funding for this program went towards climate in FY21.","The Hazardous Fuels program funds treatments including vegetation manipulation, removal, or modification of wildland fuels to reduce the likelihood of ignition, reduce potential fire intensity and rate of spread, lessen potential damage, or limit the spread of invasive species and diseases. ",177000,X,,,,,,,177000,,,,,,,177000,,,,177000
Y,012-1106-0-1-302,2021,Interior & Environment,Y,USDA,Natural Resources and Environment,Forest Service,8371000,"Land Management Planning, Assessment, and Monitoring",16544,"2022 USDA Budget Summary Page 82; USFS FY22 Budget Justification Page 67, 11",https://www.fs.usda.gov,"Land management plans (LMPs) guides National Forest System management activities on the 154 national forests and 20 grasslands. Land management requires a continuous cycle of assessing, planning, implementing, and adjusting programs and projects based on new information. The goal is to study and improve forest and grassland conditions. Conservation program. $6000 or 36.3% of funding for this program went towards climate in FY21.","The Land Management Planning, Assessment, and Monitoring program studies forest and grassland conditions and guides national forest system management activitites to improve forest conditions.",6000,X,,,,,,,6000,,,,,,,6000,,,,6000
Y,012-5716-0-2-302,2021,Interior & Environment,Y,USDA,Natural Resources and Environment,Forest Service,8371000,National Parks and Public Land Legacy Restoration Fund,285000,"2022 USDA Budget Summary Page 82; USFS FY22 Budget Justification Page 115, 3",https://www.fs.usda.gov,"The GAOA establishes the National Parks and Public Land Legacy Restoration Fund (Public Lands Restoration Fund) in the U.S. Treasury for FY 2021 through FY 2025, and directs the Treasury to deposit 50% of energy development revenues, up to $1.9 billion per fiscal year, from oil, gas, coal, or alternative/renewable energy development on Federal land. Projects approved under the Public Lands Restoration Fund will focus on reducing the deferred maintenance backlog, while at the same time improving access, enhancing forest conditions, and improving the quality of the visitor experience. Could be conservation program. $143000 or 50.2% of funding for this program went towards climate in FY21.",The National Parks and Public Land Legacy Restoration Fund supports projects that perform maintenance to improve access and enhance forest conditions. ,143000,X,,,,,,,143000,,,,,,,143000,,,,143000
Y,012-5207-0-2-302,2021,Interior & Environment,Y,USDA,Natural Resources and Environment,Forest Service,8371000,Range Betterment Fund,1719,"2022 USDA Budget Summary Page 82; USFS FY22 Budget Justification Page 95, 12",https://www.fs.usda.gov,"This program receives one-half of grazing receipts collected on national forest lands within the 16 contiguous western States for range rehabilitation, protection, and improvements on national forest lands where receipts were collected. Program funds are utilized for projects within allotments, including but not limited to seeding and reseeding, fence construction, water development, weed and other plant removal and control, and wildlife habitat enhancement. Could be conservation program. $1000 or 58.2% of funding for this program went towards climate in FY21.","The Range Betterment Fund supports range rehabilitation, protection and improvements on national forest lands, such as seeding, reseeding, weed and other plant removal and control, and wildlife habitat enhancement.",1000,X,,,,,,,1000,,,,,,,1000,,,,1000
Y,012-9974-0-7-302-0003,2021,Interior & Environment,Y,USDA,Natural Resources and Environment,Forest Service,8371000,Reforestation Trust Fund,30000,"2022 USDA Budget Summary Page 82; USFS FY22 Budget Justification Page 126, 13",https://www.fs.usda.gov,"This fund receives budgetary resources from periodic transfers by the U.S. Treasury of tariffs from exported timber. Such deposits may not exceed $30 million in a fiscal year. The interest income is used to reduce the backlog in reforestation and timber stand improvement work. Reforestation activities include site preparation for planting or seeding of the appropriate tree species, site preparation to encourage natural regeneration, and certification of acres naturally regenerated without the need for site preparation. In addition, as part of the reforestation activity, various treatments are applied to improve initial seedling survival rates. Benefits of reforestation include regeneration of forest vegetation on areas impacted by wildfire, floods, and hurricanes; increased carbon sequestration capacity; establishment of resilient forest vegetation; and improved habitat diversity for many wildlife species. $30000 or 100% of funding for this program went towards climate in FY21.","The Reforestation Trust Fund supports reforestation and timber stand improvement work to regenerate forest vegetation on areas impacted by wildfire, floods, and hurricanes, increase carbon sequestration capacity, and establish more resilient forests.",30000,X,,,,,,,30000,,,,,,,30000,,,,30000
Y,012-5540-0-2-302-0001,2021,Interior & Environment,Y,USDA,Natural Resources and Environment,Forest Service,8371000,Stewardship Contracting,30000,"2022 USDA Budget Summary Page 82; USFS FY22 Budget Justification Page 117, 12; USFS FY23 Budget Justification Page 193",https://www.fs.usda.gov,"This program authorizes the Forest Service to apply the value of timber or other forest products from stewardship contracts as an offset against the costs, to accomplish additional land and resource management objectives. If the offset value exceeds the cost of the resource improvement treatments, those receipts are retained and deposited in the Stewardship Contracting fund and are available until expended for other authorized stewardship projects. Stewardship contracts and agreements manage natural resources through implementation of ecosystem restoration projects. Stewardship contracts support new and emerging markets by using forest products removed through restoration activities, including woody biomass for energy and sustaining traditional markets. Conservation program? $15000 or 50% of funding for this program went towards climate in FY21. ""Other"" is flagged because this program promotes low-carbon building materials. ",The Stewardship Contracting program restores forested lands and uses the forest products removed during restoration activities for products such as woody biomass for energy production and timber for construction.,15000,X,,5000,,,,5000,5000,,5000,,,,,5000,5000,,,15000
Y,012-1106-0-1-302,2021,Interior & Environment,Y,USDA,Natural Resources and Environment,Forest Service,8371000,Vegetation and Watershed Management,28683,"2022 USDA Budget Summary Page 82; USFS FY22 Budget Justification Page 72, 11",https://www.fs.usda.gov,"This program ensures the productive and sustainable use of National Forest System lands by improving the condition and health of forest and rangeland vegetation, controlling the spread of invasive species, sustaining soil productivity, reducing the risk of severe flooding and erosion in areas affected by severe fire, and maintaining water quality. Forest health. $20000 or 69.7% of funding for this program went towards climate in FY21.","The Vegetation and Watershed Management program ensures the productive and sustainable use of National Forest System lands by improving the condition and health of forest and rangeland vegetation, controlling the spread of invasive species, sustaining soil productivity, reducing the risk of severe flooding and erosion in areas affected by severe fire, and maintaining water quality. ",20000,X,,,,,,,20000,,,,,,,20000,,,,20000
Y,012-1106-0-1-302,2021,Interior & Environment,Y,USDA,Natural Resources and Environment,Forest Service,8371000,Wildlife and Fisheries Habitat Management,20727,"2022 USDA Budget Summary Page 82; USFS FY22 Budget Justification Page 69, 11",https://www.fs.usda.gov,"This program manages habitats and maintains ecological conditions needed to maintain the diversity, viability, and productivity of plant and animal communities and reforestation and revegetation efforts in support of ecological restoration and post-wildfire recovery. Habitat restoration ensures vital amenities such as clean water and recreational opportunities remain available. Reforestation and health. $10000 or 48.2% of funding for this program went towards climate in FY21.","The Wildlife and Fisheries Habitat Management program maintains ecological conditions needed to maintain the diversity, viability, and productivity of plant and animal communities and reforestation and revegetation efforts in support of ecological restoration and post-wildfire recovery. ",10000,X,,,,,,,10000,,,,,,,10000,,,,10000
Y,012-2042-0-1-452-0001,2021,Agriculture,Y,USDA,Rural Development,Rural Utility Service,1301000,High Energy Cost Grants,10000,2022 USDA Explanatory Notes Page 33-56,https://www.rd.usda.gov/programs-services/electric-programs,This program assists energy providers and other eligible entities in lowering energy costs for families and individuals in areas with extremely high per-household energy costs (275 percent of the national average or higher.) $5900 or 59% of funding for this program went towards climate in FY21.,The High Energy Cost Grants program assists energy providers and other eligible entities in lowering energy costs for families and individuals in areas with extremely high per-household energy costs.,5900,,,5900,,,,,,1967,1967,1967,,,,,,,,5900
Y,012-1230-0-1-271-115012,2021,Agriculture,Y,USDA,Rural Development,Rural Utility Service,1301000,Rural Energy Savings Program,11000,2023 USDA Explanatory Notes Page 34-24,https://www.rd.usda.gov/programs-services/electric-programs,The Rural Energy Savings Program (RESP) provides loans to rural utilities and other companies who provide energy efficiency loans to qualified consumers to implement durable cost-effective energy efficiency measures. $11000 or 100% of funding for this program went towards climate in FY21.,The Rural Energy Savings Program (RESP) provides loans to rural utilities and other companies who provide energy efficiency loans to qualified consumers to implement durable cost-effective energy efficiency measures.,11000,,,11000,,,,,,11000,,,,,,,,,,11000
Y,012-1908-0-1-451,2021,Agriculture,Y,USDA,Rural Development,Rural Business Cooperative Service,233000,"Rural Energy for America, Section 9007",50380,2023 USDA Explanatory Notes Page 33-3,https://www.rd.usda.gov/about-rd/agencies/rural-business-cooperative-service,"Section 9007 guaranteed loan and grant programs help farmers, ranchers and rural small businesses purchase and install renewable energy systems and make energy efficiency improvements. Renewable energy projects benefit agricultural producers and rural small businesses with new and sustainable, income streams; reduced reliance on fossil fuels; and an improved environment. Energy efficiency projects also reduce the cost of production and business operations. Grants may also be used for energy audits. $50380 or 100% of funding for this program went towards climate in FY21.","The Rural Energy for America Section 9007 guaranteed loan and grant programs help farmers, ranchers and rural small businesses purchase and install renewable energy systems and make energy efficiency improvements.",50380,,,,,,25190,25190,,25190,25190,,,,,,,,,50380
Y,012-2073-0-1-452-0010,2021,Agriculture,Y,USDA,Rural Development,Rural Business Cooperative Service,233000,Section 9005 Bioenergy Program for Advanced Biofuels,7000,2022 USDA Explanatory Notes Page 32-5; 2023 USDA Explanatory notes Page 33-63,https://www.rd.usda.gov/about-rd/agencies/rural-business-cooperative-service,"This program’s goal is to increase the production of advanced biofuels, help increase American energy independence and increase the private sector supply of renewable energy. The program makes payments to eligible producers to support and ensure an expanding production of advanced biofuels. Advanced biofuels are defined as “fuel derived from renewable biomass other than corn kernel starch” in the 2008 Farm Bill. Mandatory funding provided by section 9005 of the Agriculture Improvement Act of 2018, Public Law 115-334, dated December 20, 2018. The Act provides funds from the Commodity Credit Corporation of $7,000,000 for 2019 through 2023, to remain available until expended. $7000 or 100% of funding for this program went towards climate in FY21.",The Section 9005 Bioenergy Program for Advanced Biofuels makes payments to eligible producers to increase the production of advanced biofuels. ,7000,,,,,,7000,,,,,,7000,,,,,,,7000
